image_name,tags
test_38951,haze primary clear water
test_38952,cultivation primary habitation clear road agriculture water
test_38953,haze primary clear road agriculture water
test_38954,primary partly_cloudy
test_38955,primary habitation clear road agriculture
test_38956,primary clear road agriculture water
test_38957,cultivation primary clear road agriculture water
test_38958,primary clear road water
test_38959,primary habitation clear road agriculture water
test_38960,haze primary
test_38961,clear water cloudy
test_38962,primary clear water cloudy
test_38963,primary partly_cloudy
test_38964,cultivation primary clear agriculture
test_38965,cultivation primary clear agriculture
test_38966,primary clear
test_38967,primary clear
test_38968,primary clear road agriculture
test_38969,primary clear
test_38970,primary clear
test_38971,primary clear
test_38972,cloudy
test_38973,haze primary
test_38974,primary clear
test_38975,primary clear
test_38976,primary partly_cloudy
test_38977,primary partly_cloudy agriculture water
test_38978,primary partly_cloudy agriculture water
test_38979,primary partly_cloudy
test_38980,primary clear
test_38981,primary clear
test_38982,primary clear water
test_38983,primary habitation clear road agriculture
test_38984,primary habitation clear road agriculture
test_38985,cloudy
test_38986,cloudy
test_38987,primary clear
test_38988,primary clear road agriculture water
test_38989,haze primary cloudy
test_38990,cultivation primary clear agriculture
test_38991,cultivation primary habitation clear road agriculture
test_38992,primary partly_cloudy
test_38993,cultivation primary habitation clear road agriculture
test_38994,haze primary cloudy
test_38995,cultivation primary clear agriculture
test_38996,primary clear
test_38997,cultivation primary clear agriculture
test_38998,primary clear
test_38999,haze primary clear road agriculture water
test_39000,primary clear
test_39001,primary clear
test_39002,primary clear
test_39003,primary clear road agriculture water
test_39004,primary clear
test_39005,primary habitation clear road agriculture
test_39006,cultivation primary road partly_cloudy agriculture
test_39007,primary clear
test_39008,bare_ground primary clear agriculture water
test_39009,primary road partly_cloudy agriculture water
test_39010,primary clear
test_39011,cloudy
test_39012,primary clear
test_39013,primary clear road agriculture water
test_39014,primary partly_cloudy
test_39015,primary clear road partly_cloudy agriculture
test_39016,cultivation primary clear agriculture
test_39017,primary clear water
test_39018,primary clear
test_39019,primary clear
test_39020,primary partly_cloudy
test_39021,primary clear
test_39022,primary clear partly_cloudy
test_39023,primary partly_cloudy
test_39024,bare_ground primary clear agriculture
test_39025,primary clear
test_39026,primary habitation clear road agriculture
test_39027,cultivation primary clear agriculture water
test_39028,primary clear
test_39029,haze primary clear road agriculture
test_39030,haze primary clear water
test_39031,primary partly_cloudy
test_39032,artisinal_mine primary habitation clear road water
test_39033,cultivation primary clear road agriculture
test_39034,primary clear
test_39035,haze primary
test_39036,primary clear
test_39037,cloudy
test_39038,primary partly_cloudy
test_39039,primary partly_cloudy
test_39040,primary clear
test_39041,primary clear
test_39042,cultivation primary clear partly_cloudy agriculture
test_39043,primary clear
test_39044,primary clear
test_39045,cultivation primary clear agriculture
test_39046,primary clear
test_39047,primary clear water
test_39048,primary clear road agriculture
test_39049,primary clear
test_39050,cloudy
test_39051,cultivation primary clear agriculture
test_39052,haze primary cloudy
test_39053,artisinal_mine primary clear partly_cloudy agriculture water
test_39054,cultivation primary habitation clear road agriculture
test_39055,primary partly_cloudy
test_39056,primary clear
test_39057,bare_ground primary clear road agriculture
test_39058,primary partly_cloudy agriculture water
test_39059,cultivation primary clear agriculture
test_39060,artisinal_mine primary clear road water
test_39061,haze primary
test_39062,primary partly_cloudy
test_39063,primary clear
test_39064,primary habitation clear road agriculture
test_39065,primary partly_cloudy
test_39066,primary clear
test_39067,primary clear
test_39068,cultivation primary habitation clear road agriculture
test_39069,primary clear
test_39070,primary clear
test_39071,cultivation primary road partly_cloudy agriculture
test_39072,cultivation primary habitation clear road agriculture
test_39073,primary clear
test_39074,primary clear
test_39075,primary clear agriculture water
test_39076,cultivation primary habitation clear road agriculture
test_39077,primary habitation clear road water
test_39078,primary clear
test_39079,primary clear
test_39080,primary clear
test_39081,cultivation primary clear agriculture
test_39082,primary clear
test_39083,haze primary partly_cloudy
test_39084,primary clear
test_39085,primary clear
test_39086,cultivation haze primary clear road partly_cloudy agriculture
test_39087,primary partly_cloudy
test_39088,haze primary cloudy
test_39089,artisinal_mine primary clear road agriculture water
test_39090,cultivation primary clear agriculture
test_39091,cultivation primary habitation clear road agriculture
test_39092,primary clear
test_39093,cultivation primary road partly_cloudy agriculture water
test_39094,primary habitation road partly_cloudy agriculture
test_39095,haze primary agriculture water
test_39096,cultivation primary clear agriculture
test_39097,primary clear
test_39098,primary habitation clear road agriculture
test_39099,cultivation primary clear agriculture
test_39100,cultivation primary road partly_cloudy agriculture
test_39101,cultivation primary habitation road partly_cloudy agriculture water
test_39102,primary partly_cloudy
test_39103,primary clear water
test_39104,primary clear partly_cloudy agriculture water
test_39105,cultivation primary road partly_cloudy agriculture water
test_39106,cultivation primary clear agriculture water
test_39107,primary clear
test_39108,primary clear
test_39109,haze primary
test_39110,primary clear
test_39111,primary clear
test_39112,primary clear water
test_39113,primary clear
test_39114,bare_ground primary clear agriculture water
test_39115,cultivation primary habitation clear road agriculture
test_39116,primary clear road agriculture water
test_39117,primary clear
test_39118,primary clear
test_39119,primary clear
test_39120,primary clear
test_39121,primary habitation clear road agriculture water
test_39122,primary clear road agriculture water
test_39123,cloudy
test_39124,haze primary clear road agriculture water
test_39125,primary clear
test_39126,cloudy
test_39127,primary clear
test_39128,primary partly_cloudy
test_39129,cloudy
test_39130,primary road partly_cloudy agriculture water
test_39131,primary clear water
test_39132,primary clear
test_39133,primary clear
test_39134,primary clear
test_39135,haze primary clear
test_39136,primary clear
test_39137,primary clear
test_39138,primary clear
test_39139,cultivation primary clear agriculture
test_39140,cultivation primary clear agriculture
test_39141,primary clear
test_39142,primary habitation clear road agriculture
test_39143,primary clear
test_39144,primary habitation clear road agriculture
test_39145,primary clear
test_39146,primary clear road agriculture water
test_39147,cultivation primary clear agriculture
test_39148,cloudy
test_39149,primary clear
test_39150,primary clear
test_39151,haze primary
test_39152,primary partly_cloudy
test_39153,primary partly_cloudy agriculture
test_39154,primary habitation road partly_cloudy agriculture
test_39155,primary clear water
test_39156,primary clear
test_39157,primary clear
test_39158,primary clear
test_39159,primary clear road water
test_39160,primary partly_cloudy agriculture
test_39161,primary clear
test_39162,primary clear
test_39163,cultivation primary clear agriculture
test_39164,primary clear agriculture water
test_39165,cloudy
test_39166,cultivation primary habitation clear road agriculture water
test_39167,primary clear
test_39168,primary habitation clear road
test_39169,primary clear agriculture water cloudy
test_39170,primary clear agriculture water
test_39171,primary clear
test_39172,primary clear road partly_cloudy agriculture
test_39173,haze primary road agriculture water
test_39174,primary partly_cloudy
test_39175,primary clear partly_cloudy
test_39176,primary clear
test_39177,primary partly_cloudy
test_39178,primary partly_cloudy
test_39179,cultivation primary road partly_cloudy agriculture
test_39180,primary partly_cloudy
test_39181,primary clear
test_39182,cultivation primary habitation clear road agriculture
test_39183,primary clear road agriculture water
test_39184,primary clear
test_39185,cultivation primary clear agriculture water
test_39186,primary habitation road partly_cloudy agriculture
test_39187,primary clear road water
test_39188,primary clear
test_39189,cultivation primary clear agriculture
test_39190,haze primary partly_cloudy
test_39191,primary clear
test_39192,primary clear water
test_39193,primary clear
test_39194,primary clear
test_39195,primary partly_cloudy
test_39196,primary clear
test_39197,primary clear
test_39198,primary clear
test_39199,primary clear
test_39200,cloudy
test_39201,primary clear
test_39202,primary clear
test_39203,primary clear water
test_39204,primary clear road agriculture water
test_39205,primary partly_cloudy
test_39206,primary habitation clear road agriculture water
test_39207,primary clear
test_39208,primary clear
test_39209,primary clear water
test_39210,primary partly_cloudy
test_39211,primary clear
test_39212,haze primary
test_39213,clear water cloudy
test_39214,primary clear water
test_39215,primary road partly_cloudy agriculture
test_39216,primary clear
test_39217,haze primary
test_39218,haze primary
test_39219,primary clear
test_39220,cultivation haze primary agriculture
test_39221,primary partly_cloudy
test_39222,primary clear
test_39223,primary clear water
test_39224,primary clear
test_39225,primary partly_cloudy agriculture
test_39226,cloudy
test_39227,primary clear
test_39228,primary clear
test_39229,primary clear
test_39230,cultivation primary clear agriculture
test_39231,haze primary clear road agriculture water
test_39232,cloudy
test_39233,cultivation primary habitation clear road agriculture
test_39234,haze primary clear
test_39235,primary clear
test_39236,primary clear road agriculture water
test_39237,primary clear road agriculture water
test_39238,primary clear
test_39239,primary clear
test_39240,primary partly_cloudy
test_39241,primary clear agriculture water
test_39242,primary habitation clear road agriculture
test_39243,primary clear
test_39244,primary clear
test_39245,cloudy
test_39246,primary clear partly_cloudy
test_39247,cultivation primary clear agriculture
test_39248,primary clear agriculture water
test_39249,primary road partly_cloudy agriculture water
test_39250,cultivation primary clear agriculture
test_39251,primary clear
test_39252,primary clear
test_39253,primary clear
test_39254,cloudy
test_39255,cultivation primary clear agriculture
test_39256,primary clear
test_39257,primary clear water
test_39258,primary habitation clear road agriculture
test_39259,primary partly_cloudy
test_39260,primary clear
test_39261,haze primary clear
test_39262,cloudy
test_39263,primary clear agriculture water
test_39264,primary clear
test_39265,primary clear
test_39266,primary clear
test_39267,cultivation primary partly_cloudy agriculture
test_39268,cultivation primary partly_cloudy agriculture
test_39269,primary clear road agriculture
test_39270,primary partly_cloudy agriculture
test_39271,cultivation primary habitation clear road agriculture
test_39272,primary clear
test_39273,cloudy
test_39274,primary clear
test_39275,cultivation primary clear road agriculture
test_39276,haze primary cloudy
test_39277,primary clear
test_39278,primary habitation clear road agriculture
test_39279,primary clear agriculture water
test_39280,primary clear
test_39281,primary clear
test_39282,primary clear agriculture water
test_39283,primary partly_cloudy
test_39284,cultivation primary habitation clear road agriculture water
test_39285,primary clear
test_39286,primary habitation clear road agriculture water
test_39287,primary clear
test_39288,primary clear agriculture water
test_39289,cultivation primary clear agriculture
test_39290,primary clear
test_39291,cloudy
test_39292,cultivation primary clear agriculture
test_39293,clear water cloudy
test_39294,primary clear
test_39295,cultivation primary clear agriculture
test_39296,cultivation primary habitation clear road agriculture water
test_39297,cultivation primary habitation clear road agriculture water
test_39298,primary clear
test_39299,haze primary clear agriculture water
test_39300,primary clear
test_39301,cultivation primary habitation clear road agriculture water
test_39302,primary clear
test_39303,primary clear
test_39304,cultivation primary road partly_cloudy agriculture
test_39305,primary clear
test_39306,primary habitation clear road agriculture water
test_39307,cultivation primary clear agriculture
test_39308,primary clear
test_39309,primary clear road water
test_39310,primary clear road agriculture water
test_39311,primary clear
test_39312,cultivation primary clear agriculture
test_39313,primary clear water
test_39314,cultivation primary clear agriculture
test_39315,cultivation primary habitation clear road agriculture
test_39316,primary clear water
test_39317,primary clear
test_39318,cultivation primary clear agriculture
test_39319,primary clear
test_39320,haze primary clear
test_39321,primary road partly_cloudy agriculture water
test_39322,primary partly_cloudy
test_39323,primary partly_cloudy
test_39324,cultivation primary clear road partly_cloudy agriculture
test_39325,primary clear
test_39326,primary clear
test_39327,primary habitation clear road agriculture
test_39328,primary clear
test_39329,cultivation primary habitation clear road agriculture
test_39330,primary clear
test_39331,primary partly_cloudy
test_39332,primary cloudy
test_39333,cultivation primary clear agriculture
test_39334,primary clear
test_39335,primary clear road agriculture water
test_39336,primary clear partly_cloudy
test_39337,clear water cloudy
test_39338,haze primary clear
test_39339,primary clear road agriculture water
test_39340,primary clear
test_39341,primary clear
test_39342,primary clear
test_39343,primary partly_cloudy
test_39344,cultivation primary habitation clear road agriculture water
test_39345,primary clear
test_39346,primary clear road agriculture
test_39347,primary clear road agriculture water
test_39348,cultivation primary clear agriculture
test_39349,primary clear
test_39350,primary habitation clear road agriculture water
test_39351,haze primary clear road agriculture water
test_39352,primary habitation road partly_cloudy agriculture
test_39353,primary clear
test_39354,primary clear road agriculture water
test_39355,primary partly_cloudy
test_39356,primary partly_cloudy
test_39357,cloudy
test_39358,primary clear
test_39359,cloudy
test_39360,primary habitation road partly_cloudy agriculture
test_39361,primary clear partly_cloudy
test_39362,primary clear
test_39363,cultivation primary habitation clear road agriculture
test_39364,primary clear
test_39365,cultivation primary clear partly_cloudy agriculture
test_39366,cultivation primary clear agriculture
test_39367,primary partly_cloudy
test_39368,primary partly_cloudy
test_39369,primary partly_cloudy
test_39370,primary habitation clear road agriculture water
test_39371,primary clear agriculture water
test_39372,primary clear
test_39373,primary clear road agriculture water
test_39374,primary partly_cloudy
test_39375,primary clear
test_39376,primary habitation clear road agriculture
test_39377,haze primary
test_39378,cultivation primary clear agriculture
test_39379,primary habitation clear road agriculture water
test_39380,primary clear
test_39381,primary clear
test_39382,primary clear
test_39383,artisinal_mine primary habitation clear road agriculture water
test_39384,primary partly_cloudy
test_39385,cultivation primary clear agriculture
test_39386,artisinal_mine primary habitation clear road agriculture water
test_39387,primary clear
test_39388,primary clear
test_39389,primary clear
test_39390,primary partly_cloudy
test_39391,cultivation primary clear road agriculture
test_39392,primary clear
test_39393,primary clear
test_39394,cultivation primary clear agriculture
test_39395,haze primary clear agriculture
test_39396,cultivation primary clear agriculture
test_39397,artisinal_mine primary clear road water
test_39398,primary clear
test_39399,primary clear
test_39400,cultivation primary clear agriculture
test_39401,cultivation primary clear road agriculture
test_39402,haze primary partly_cloudy agriculture water
test_39403,primary road partly_cloudy agriculture
test_39404,primary clear
test_39405,haze primary cloudy
test_39406,cultivation primary habitation clear road agriculture water
test_39407,primary clear road agriculture
test_39408,cultivation primary habitation clear road agriculture
test_39409,primary clear agriculture water
test_39410,primary clear
test_39411,cultivation primary clear agriculture
test_39412,haze primary
test_39413,primary clear road agriculture
test_39414,primary clear
test_39415,haze primary clear agriculture water
test_39416,primary habitation clear road partly_cloudy agriculture
test_39417,cultivation primary habitation clear road agriculture
test_39418,primary clear agriculture
test_39419,cultivation primary road partly_cloudy agriculture
test_39420,haze primary clear water
test_39421,cultivation primary clear agriculture
test_39422,cultivation primary habitation clear road agriculture
test_39423,primary clear
test_39424,primary clear partly_cloudy
test_39425,haze primary agriculture water
test_39426,clear water cloudy
test_39427,haze primary water
test_39428,clear water cloudy
test_39429,cultivation primary habitation clear road agriculture
test_39430,primary clear
test_39431,primary partly_cloudy
test_39432,haze primary water
test_39433,primary habitation clear road agriculture
test_39434,primary clear
test_39435,primary clear
test_39436,cultivation primary clear agriculture
test_39437,primary clear
test_39438,cultivation primary clear road agriculture water
test_39439,primary clear road water
test_39440,primary clear
test_39441,primary clear
test_39442,haze primary clear
test_39443,haze primary agriculture
test_39444,cultivation primary habitation clear road agriculture
test_39445,primary clear
test_39446,primary partly_cloudy
test_39447,haze primary clear road agriculture water
test_39448,haze primary clear road agriculture water
test_39449,primary clear
test_39450,primary clear road agriculture water
test_39451,cultivation primary clear road agriculture water
test_39452,primary partly_cloudy agriculture
test_39453,primary partly_cloudy agriculture
test_39454,primary habitation clear road agriculture
test_39455,primary partly_cloudy agriculture
test_39456,cultivation primary clear agriculture
test_39457,primary habitation road partly_cloudy agriculture
test_39458,primary clear road agriculture water
test_39459,primary partly_cloudy
test_39460,cloudy
test_39461,primary clear
test_39462,primary clear
test_39463,primary clear
test_39464,haze primary road agriculture water
test_39465,primary clear
test_39466,primary clear agriculture
test_39467,primary clear
test_39468,primary clear
test_39469,primary clear road agriculture
test_39470,primary clear road agriculture water
test_39471,primary partly_cloudy
test_39472,primary clear
test_39473,primary clear water
test_39474,primary road partly_cloudy agriculture water
test_39475,primary clear partly_cloudy agriculture water
test_39476,primary cloudy
test_39477,primary partly_cloudy agriculture water
test_39478,cultivation primary clear agriculture
test_39479,primary clear
test_39480,primary clear water
test_39481,cultivation primary partly_cloudy agriculture
test_39482,primary clear road agriculture water
test_39483,primary habitation clear road agriculture
test_39484,primary clear
test_39485,cultivation primary habitation clear road agriculture water
test_39486,primary habitation clear road agriculture water
test_39487,cultivation primary clear partly_cloudy agriculture
test_39488,primary clear road agriculture
test_39489,primary road partly_cloudy agriculture
test_39490,haze primary road agriculture water
test_39491,haze primary water cloudy
test_39492,primary clear
test_39493,primary clear
test_39494,primary clear
test_39495,primary clear
test_39496,primary partly_cloudy
test_39497,cloudy
test_39498,cultivation primary clear agriculture
test_39499,primary clear road agriculture water
test_39500,cultivation primary clear agriculture water
test_39501,primary clear
test_39502,primary clear
test_39503,haze primary
test_39504,primary habitation clear road agriculture
test_39505,primary clear road agriculture water
test_39506,haze primary habitation clear road partly_cloudy agriculture
test_39507,cultivation haze primary agriculture
test_39508,haze primary road agriculture water
test_39509,primary clear
test_39510,primary habitation clear road agriculture water
test_39511,cloudy
test_39512,cultivation primary habitation clear road agriculture
test_39513,primary clear road agriculture
test_39514,haze primary
test_39515,primary clear
test_39516,primary clear
test_39517,primary clear
test_39518,primary clear water
test_39519,primary clear
test_39520,artisinal_mine primary habitation clear road water
test_39521,cloudy
test_39522,cultivation primary clear agriculture water
test_39523,cultivation primary clear agriculture
test_39524,haze primary water cloudy
test_39525,cultivation primary partly_cloudy agriculture
test_39526,primary clear
test_39527,primary clear
test_39528,cultivation primary clear road agriculture
test_39529,primary clear
test_39530,primary clear
test_39531,primary habitation clear road agriculture
test_39532,haze primary clear
test_39533,primary partly_cloudy
test_39534,primary clear
test_39535,primary clear road agriculture water
test_39536,primary habitation clear road agriculture
test_39537,primary road partly_cloudy agriculture water
test_39538,primary clear
test_39539,cultivation primary clear agriculture
test_39540,primary clear
test_39541,primary habitation clear road agriculture
test_39542,primary road partly_cloudy agriculture
test_39543,artisinal_mine primary clear road agriculture water
test_39544,primary partly_cloudy
test_39545,primary clear water
test_39546,primary habitation clear road agriculture
test_39547,primary clear
test_39548,primary clear
test_39549,cloudy
test_39550,primary clear
test_39551,primary clear
test_39552,primary partly_cloudy
test_39553,primary partly_cloudy
test_39554,primary clear
test_39555,primary clear partly_cloudy
test_39556,primary clear
test_39557,cultivation primary partly_cloudy agriculture
test_39558,primary clear
test_39559,haze primary habitation clear road agriculture water
test_39560,haze primary
test_39561,primary clear partly_cloudy
test_39562,primary clear
test_39563,artisinal_mine primary clear road water
test_39564,bare_ground primary clear road agriculture
test_39565,primary clear
test_39566,bare_ground primary habitation clear road agriculture
test_39567,primary partly_cloudy
test_39568,primary clear
test_39569,primary clear road agriculture water
test_39570,primary road partly_cloudy agriculture
test_39571,primary partly_cloudy
test_39572,bare_ground primary clear agriculture water
test_39573,haze primary partly_cloudy
test_39574,primary clear
test_39575,cultivation primary clear agriculture
test_39576,primary clear water
test_39577,primary clear
test_39578,cultivation primary habitation clear road agriculture
test_39579,cultivation primary clear road partly_cloudy agriculture
test_39580,cultivation primary clear agriculture
test_39581,primary clear
test_39582,primary habitation clear road agriculture
test_39583,primary clear agriculture water
test_39584,primary clear
test_39585,cultivation primary partly_cloudy agriculture
test_39586,haze primary cloudy
test_39587,primary clear
test_39588,primary clear road agriculture water
test_39589,cultivation primary habitation clear road agriculture water
test_39590,bare_ground primary clear road agriculture
test_39591,bare_ground primary clear road agriculture water
test_39592,primary clear
test_39593,primary clear
test_39594,primary clear
test_39595,haze primary
test_39596,primary partly_cloudy
test_39597,haze primary clear
test_39598,primary clear road agriculture water
test_39599,primary clear
test_39600,primary clear road water
test_39601,primary clear partly_cloudy
test_39602,cultivation haze primary clear road agriculture water
test_39603,primary habitation clear road
test_39604,cultivation primary clear road agriculture
test_39605,primary clear road agriculture
test_39606,primary clear
test_39607,cultivation primary habitation clear road agriculture water
test_39608,cloudy
test_39609,haze primary agriculture water cloudy
test_39610,cultivation primary habitation clear road agriculture water
test_39611,primary habitation clear road agriculture
test_39612,primary clear
test_39613,cultivation primary clear agriculture
test_39614,bare_ground primary clear road agriculture water
test_39615,primary clear road agriculture
test_39616,primary clear road agriculture
test_39617,primary road partly_cloudy agriculture
test_39618,primary clear road agriculture
test_39619,primary partly_cloudy
test_39620,primary road partly_cloudy agriculture
test_39621,cloudy
test_39622,cultivation primary habitation clear road agriculture
test_39623,cultivation primary habitation clear road agriculture water
test_39624,cultivation primary clear agriculture water
test_39625,haze primary clear
test_39626,cultivation primary clear agriculture
test_39627,primary clear
test_39628,primary clear
test_39629,primary habitation clear road agriculture
test_39630,primary clear
test_39631,primary clear
test_39632,primary clear
test_39633,primary partly_cloudy
test_39634,primary clear water
test_39635,primary clear
test_39636,primary clear
test_39637,clear water cloudy
test_39638,primary clear
test_39639,primary clear road agriculture water
test_39640,primary clear
test_39641,primary habitation clear road agriculture
test_39642,primary clear
test_39643,primary clear
test_39644,primary clear
test_39645,primary clear road agriculture water
test_39646,primary clear
test_39647,cultivation primary clear agriculture
test_39648,primary habitation clear road agriculture
test_39649,cultivation primary clear agriculture water
test_39650,cultivation primary clear agriculture
test_39651,primary road partly_cloudy agriculture water
test_39652,primary clear agriculture water
test_39653,primary partly_cloudy
test_39654,cultivation primary partly_cloudy agriculture
test_39655,cultivation primary clear agriculture
test_39656,primary clear
test_39657,cultivation primary clear agriculture
test_39658,primary clear
test_39659,primary habitation clear road partly_cloudy agriculture water
test_39660,cultivation primary clear agriculture
test_39661,cultivation primary habitation clear road partly_cloudy agriculture
test_39662,primary clear partly_cloudy
test_39663,primary partly_cloudy agriculture
test_39664,primary clear
test_39665,primary clear
test_39666,primary clear water
test_39667,primary clear
test_39668,primary clear
test_39669,primary habitation clear road agriculture
test_39670,primary clear agriculture water
test_39671,primary clear
test_39672,primary clear
test_39673,primary habitation clear road agriculture
test_39674,cultivation primary habitation road partly_cloudy agriculture water
test_39675,primary clear
test_39676,water cloudy
test_39677,primary clear agriculture water
test_39678,primary clear
test_39679,primary cloudy
test_39680,primary clear
test_39681,primary clear
test_39682,haze cloudy
test_39683,primary clear
test_39684,primary clear road water
test_39685,primary clear
test_39686,primary clear water
test_39687,primary clear
test_39688,primary clear
test_39689,primary clear road agriculture water
test_39690,primary clear
test_39691,cloudy
test_39692,primary clear
test_39693,primary clear road water
test_39694,cultivation primary clear agriculture water
test_39695,primary clear
test_39696,cultivation primary clear agriculture
test_39697,primary clear partly_cloudy
test_39698,primary partly_cloudy
test_39699,primary road partly_cloudy agriculture water
test_39700,primary clear
test_39701,cultivation primary clear agriculture
test_39702,primary clear
test_39703,primary habitation clear road agriculture
test_39704,primary clear water
test_39705,primary clear
test_39706,primary clear
test_39707,cultivation primary clear agriculture
test_39708,cultivation primary clear road agriculture
test_39709,cultivation primary road partly_cloudy agriculture
test_39710,haze primary
test_39711,primary clear
test_39712,cultivation primary habitation clear road agriculture
test_39713,primary clear
test_39714,primary clear
test_39715,primary clear
test_39716,primary clear
test_39717,primary clear agriculture water
test_39718,primary clear agriculture
test_39719,cultivation primary road partly_cloudy agriculture
test_39720,primary partly_cloudy agriculture
test_39721,primary partly_cloudy
test_39722,primary clear
test_39723,primary clear road agriculture water
test_39724,primary clear agriculture water
test_39725,primary clear road agriculture water
test_39726,cultivation primary clear road agriculture
test_39727,cultivation primary clear road agriculture
test_39728,primary partly_cloudy
test_39729,cultivation primary habitation road partly_cloudy agriculture water
test_39730,primary clear
test_39731,primary clear
test_39732,primary clear
test_39733,primary clear
test_39734,primary clear
test_39735,primary clear
test_39736,cloudy
test_39737,primary clear
test_39738,cultivation primary clear agriculture
test_39739,cloudy
test_39740,cultivation primary clear agriculture
test_39741,primary clear road agriculture water
test_39742,primary clear
test_39743,primary clear
test_39744,primary clear
test_39745,primary clear water
test_39746,primary partly_cloudy cloudy
test_39747,primary road partly_cloudy agriculture water
test_39748,primary clear
test_39749,cultivation primary clear agriculture
test_39750,primary clear
test_39751,primary clear
test_39752,clear water cloudy
test_39753,primary clear
test_39754,primary clear
test_39755,primary partly_cloudy
test_39756,primary clear partly_cloudy
test_39757,primary partly_cloudy
test_39758,cultivation primary clear agriculture water
test_39759,primary clear
test_39760,cultivation primary habitation clear road agriculture water
test_39761,cultivation primary habitation clear road agriculture
test_39762,primary partly_cloudy
test_39763,primary clear
test_39764,primary clear
test_39765,cloudy
test_39766,primary partly_cloudy
test_39767,primary partly_cloudy
test_39768,primary habitation clear road agriculture water
test_39769,primary clear
test_39770,primary clear
test_39771,cloudy
test_39772,primary road partly_cloudy agriculture
test_39773,primary clear
test_39774,primary clear water
test_39775,primary clear
test_39776,primary clear
test_39777,cultivation primary clear road agriculture
test_39778,primary clear
test_39779,primary clear
test_39780,artisinal_mine primary clear road water
test_39781,primary clear agriculture water
test_39782,primary clear
test_39783,haze primary road agriculture water
test_39784,cultivation primary habitation clear road agriculture water
test_39785,primary habitation road partly_cloudy agriculture
test_39786,cloudy
test_39787,haze primary
test_39788,primary clear road agriculture water
test_39789,primary clear
test_39790,primary habitation clear road agriculture
test_39791,primary clear
test_39792,primary clear
test_39793,cultivation primary clear agriculture
test_39794,primary partly_cloudy agriculture
test_39795,artisinal_mine primary habitation clear road agriculture water
test_39796,primary clear
test_39797,haze primary clear
test_39798,primary clear
test_39799,primary clear road water
test_39800,haze primary clear
test_39801,primary clear
test_39802,primary clear
test_39803,primary clear
test_39804,primary clear agriculture water
test_39805,primary partly_cloudy
test_39806,cloudy
test_39807,cultivation primary road partly_cloudy agriculture
test_39808,primary clear road agriculture water
test_39809,haze primary
test_39810,primary clear agriculture water
test_39811,primary clear partly_cloudy
test_39812,primary clear
test_39813,cloudy
test_39814,primary habitation clear road agriculture
test_39815,primary clear
test_39816,primary habitation road partly_cloudy agriculture
test_39817,primary clear
test_39818,haze primary
test_39819,primary clear
test_39820,primary clear
test_39821,cultivation primary clear agriculture
test_39822,primary clear road agriculture water
test_39823,primary clear
test_39824,primary clear
test_39825,primary partly_cloudy
test_39826,primary clear
test_39827,primary partly_cloudy
test_39828,primary clear road partly_cloudy water
test_39829,cultivation primary clear road agriculture
test_39830,primary partly_cloudy
test_39831,primary habitation clear road agriculture
test_39832,primary clear
test_39833,primary partly_cloudy
test_39834,cultivation primary clear road agriculture water
test_39835,primary clear water
test_39836,cultivation primary clear agriculture
test_39837,primary clear
test_39838,primary clear
test_39839,haze primary clear
test_39840,cultivation haze primary partly_cloudy agriculture
test_39841,primary clear
test_39842,primary clear
test_39843,primary partly_cloudy
test_39844,primary partly_cloudy
test_39845,partly_cloudy cloudy
test_39846,primary partly_cloudy
test_39847,primary clear agriculture water
test_39848,cultivation primary clear agriculture
test_39849,primary habitation clear road agriculture water
test_39850,primary partly_cloudy
test_39851,primary clear
test_39852,cultivation primary habitation clear road agriculture water
test_39853,cultivation primary clear agriculture
test_39854,primary clear
test_39855,primary clear
test_39856,primary habitation clear road agriculture water
test_39857,primary clear
test_39858,primary habitation clear road agriculture
test_39859,cultivation primary road partly_cloudy agriculture
test_39860,primary clear
test_39861,primary clear
test_39862,primary clear road agriculture water
test_39863,primary clear
test_39864,primary clear
test_39865,haze primary cloudy
test_39866,primary clear agriculture
test_39867,primary clear
test_39868,haze primary
test_39869,primary clear road agriculture water
test_39870,haze primary clear agriculture water
test_39871,primary clear water
test_39872,primary clear
test_39873,cultivation primary clear agriculture
test_39874,primary partly_cloudy
test_39875,primary habitation road partly_cloudy agriculture
test_39876,cultivation primary clear agriculture
test_39877,primary clear
test_39878,primary clear
test_39879,primary partly_cloudy
test_39880,primary clear
test_39881,cultivation primary clear agriculture
test_39882,cultivation primary clear agriculture
test_39883,primary clear road agriculture water
test_39884,cultivation primary clear agriculture water
test_39885,cultivation primary clear agriculture
test_39886,primary clear
test_39887,primary clear
test_39888,primary road partly_cloudy agriculture water
test_39889,haze primary clear road agriculture water
test_39890,haze primary partly_cloudy
test_39891,primary habitation clear road water
test_39892,primary partly_cloudy
test_39893,primary clear
test_39894,primary clear
test_39895,primary clear
test_39896,cultivation primary habitation road partly_cloudy agriculture water
test_39897,primary clear
test_39898,haze primary
test_39899,primary habitation clear road agriculture
test_39900,primary habitation clear road
test_39901,primary partly_cloudy
test_39902,primary clear agriculture water
test_39903,primary clear
test_39904,primary clear agriculture water
test_39905,primary clear
test_39906,primary partly_cloudy
test_39907,clear water cloudy
test_39908,primary clear
test_39909,primary clear
test_39910,primary clear
test_39911,primary clear
test_39912,primary clear
test_39913,primary clear road agriculture water
test_39914,primary clear
test_39915,primary clear
test_39916,primary clear
test_39917,cultivation primary road partly_cloudy agriculture
